insee,nom,surf_dep,total,s150,s50,s20,s10
76016,Anglesqueville-la-Bras-Long,357,320,71,16,3,1
76017,Anglesqueville-l'Esneval,431,331,182,42,8,2
76018,Val-de-Saâne,1355,1008,308,68,15,4
76019,Anneville-sur-Scie,546,283,48,10,2,0
76020,Anneville-Ambourville,2060,707,234,61,15,5
76021,Annouville-Vilmesnil,587,519,178,37,5,1
76022,Anquetierville,419,342,173,43,9,2
76023,Anvéville,424,306,115,33,7,2
76024,Ardouval,1050,614,71,14,3,0
76025,Argueil,704,554,161,29,5,1
76026,Arques-la-Bataille,1468,554,201,48,8,1
76028,Aubéguimont,490,342,74,16,4,1
76029,Aubermesnil-aux-Érables,845,508,154,31,6,1
76030,Aubermesnil-Beaumais,497,423,123,33,7,1
76032,Auberville-la-Manuel,302,261,59,13,2,0
76033,Auberville-la-Renault,500,421,178,43,8,2
76034,Val-de-Scie,2206,1412,453,104,21,6
76035,Aumale,906,451,162,35,5,1
76036,Auppegard,734,633,123,30,6,1
76038,Authieux-Ratiéville,526,345,118,25,5,1
76039,Les Authieux-sur-le-Port-Saint-Ouen,456,182,73,16,2,0
76040,Autigny,412,340,69,15,3,0
76041,Les Hauts-de-Caux,1175,960,277,76,17,4
76042,Auvilliers,489,413,89,22,5,1
76043,Auzebosc,476,323,196,48,8,2
76045,Auzouville-l'Esneval,567,465,176,39,7,2
76046,Auzouville-sur-Ry,793,609,151,34,7,2
76047,Auzouville-sur-Saâne,320,164,30,7,1,0
76048,Avesnes-en-Bray,1208,976,322,57,10,3
76049,Avesnes-en-Val,1664,1438,252,56,11,3
76050,Avremesnil,546,413,154,43,10,2
76051,Bacqueville-en-Caux,1216,851,266,77,16,4
76052,Bailleul-Neuville,1315,842,180,44,9,2
76053,Baillolet,877,610,176,44,10,3
76054,Bailly-en-Rivière,2032,1506,228,55,13,4
76055,Baons-le-Comte,540,385,135,29,5,1
76056,Bardouville,837,391,105,24,6,2
76057,Barentin,1276,407,192,49,9,2
76058,Baromesnil,806,651,76,14,2,0
76059,Bazinval,719,288,105,27,5,1
76060,Beaubec-la-Rosière,1314,735,421,87,17,4
76062,Beaumont-le-Hareng,575,480,126,32,8,2
76063,Beauval-en-Caux,1538,1180,280,78,16,4
76064,Beaurepaire,288,199,122,32,6,2
76065,Beaussault,1857,1235,411,97,20,6
76066,Beautot,358,289,101,27,6,1
76067,Beauvoir-en-Lyons,3366,1607,461,92,15,3
76068,Bec-de-Mortagne,1211,824,309,65,12,3
76069,Belbeuf,655,108,56,13,2,0
76070,Bellencombre,1291,458,209,47,9,2
76071,Bellengreville,761,463,122,26,5,1
76072,Belleville-en-Caux,467,306,100,26,5,1
76074,La Bellière,453,392,134,18,2,0
76075,Belmesnil,304,196,94,33,8,2
76076,Bénarville,441,358,139,31,6,1
76077,Bénesville,554,447,98,21,4,1
76079,Bénouville,298,208,66,16,3,0
76082,Bernières,669,575,276,75,15,3
76083,Bertheauville,244,172,56,16,5,2
76084,Bertreville,325,337,58,15,2,0
76085,Bertreville-Saint-Ouen,670,490,162,35,7,1
76086,Bertrimont,484,413,93,20,4,1
76087,Berville-en-Caux,679,521,204,50,10,2
76088,Berville-sur-Seine,703,328,137,31,7,3
76090,Beuzeville-la-Grenier,626,453,272,77,14,3
76091,Beuzeville-la-Guérard,645,559,159,34,6,1
76092,Beuzevillette,569,404,197,48,10,2
76093,Bézancourt,1769,863,222,40,7,2
76094,Bierville,221,153,56,16,3,1
76096,Biville-la-Baignarde,707,563,175,47,10,3
76097,Biville-la-Rivière,222,156,39,7,1,0
76099,Blacqueville,997,731,322,74,14,4
76100,Blainville-Crevon,1481,1055,336,74,17,5
76101,Blangy-sur-Bresle,1748,771,231,44,8,2
76103,Bonsecours,376,27,3,0,0,
76104,Blosseville,705,612,101,28,7,2
76105,Le Bocasse,863,627,222,45,7,1
76106,Bois-d'Ennebourg,710,430,160,39,6,1
76107,Bois-Guilbert,813,594,180,45,10,2
76108,Bois-Guillaume,887,153,103,24,3,0
76109,Bois-Héroult,661,436,91,28,6,1
76110,Bois-Himont,584,472,145,33,6,1
76111,Bois-l'Évêque,732,530,122,25,4,0
76112,Le Bois-Robert,496,236,36,9,2,0
76113,Boissay,664,550,143,36,8,2
76114,Bolbec,1230,659,296,70,17,4
76115,Bolleville,983,786,352,78,17,5
76116,Boos,1438,750,229,60,10,2
76117,Bordeaux-Saint-Clair,1020,701,213,47,7,1
76118,Bornambusc,414,338,141,29,5,1
76119,Bosc-Bérenger,342,303,63,24,8,3
76120,Bosc-Bordel,1190,989,347,88,21,6
76121,Bosc-Édeline,627,522,159,46,12,4
76122,Callengeville,1720,1132,275,55,11,3
76123,Bosc-Guérard-Saint-Adrien,1041,582,228,56,11,3
76124,Bosc-Hyons,565,509,171,38,7,1
76125,Bosc-le-Hard,1042,762,237,60,14,4
76126,Bosc-Mesnil,937,765,180,47,12,4
76128,Bosville,874,659,205,56,12,3
76129,Boudeville,463,396,81,20,4,1
76130,Bouelles,800,668,241,58,12,3
76132,Bourdainville,536,434,161,40,10,3
76133,Le Bourg-Dun,1481,1286,256,50,9,2
76134,Bourville,665,583,149,37,7,1
76135,Bouville,1253,1010,479,118,24,7
76136,Brachy,1120,888,185,45,8,1
76138,Bracquetuit,839,701,166,41,11,3
76139,Bradiancourt,411,313,81,23,6,1
76140,Brametot,325,239,66,13,2,0
76141,Bréauté,1391,1175,508,109,18,3
76142,Brémontier-Merval,1744,1168,328,63,11,3
76143,Bretteville-du-Grand-Caux,1145,943,482,115,22,5
76144,Bretteville-Saint-Laurent,397,325,87,23,5,1
76146,Buchy,2638,2119,664,156,33,9
76147,Bully,1964,983,506,113,22,6
76148,Bures-en-Bray,1098,854,146,29,5,1
76149,Butot,551,464,165,37,8,2
76151,Cailleville,505,389,119,32,7,1
76152,Cailly,554,412,111,25,4,1
76153,Calleville-les-Deux-Églises,564,484,72,20,4,1
76154,Campneuseville,1243,732,183,34,6,2
76155,Canehan,621,441,102,22,3,0
76156,Canouville,451,368,111,30,6,1
76157,Canteleu,1765,63,35,14,3,0
76158,Canville-les-Deux-Églises,577,496,98,28,5,1
76159,Cany-Barville,1360,785,253,51,10,2
76160,Carville-la-Folletière,437,359,179,39,8,2
76161,Carville-Pot-de-Fer,534,431,101,31,7,2
76162,Le Catelier,385,245,110,25,5,1
76163,Catenay,591,468,119,34,7,2
76164,Rives-en-Seine,3426,1175,505,112,21,5
76165,Caudebec-lès-Elbeuf,367,21,18,4,0,0
76166,Le Caule-Sainte-Beuve,1682,1090,324,79,16,4
76167,Cauville-sur-Mer,1129,864,381,87,17,4
76168,Les Cent-Acres,510,338,76,15,3,1
76169,La Cerlangue,2998,1978,400,86,16,4
76170,La Chapelle-du-Bourgay,302,215,60,15,3,1
76171,La Chapelle-Saint-Ouen,788,573,145,32,7,2
76172,La Chapelle-sur-Dun,446,350,47,9,1,0
76173,La Chaussée,811,550,94,20,4,1
76174,Cideville,513,399,183,43,9,2
76175,Clais,1259,1132,215,48,10,3
76176,Clasville,319,208,58,13,2,0
76177,Claville-Motteville,929,776,165,44,10,2
76178,Cléon,650,88,31,4,0,0
76179,Clères,1145,496,206,43,8,2
76180,Cleuville,410,281,85,15,2,0
76181,Cléville,542,471,133,30,6,1
76182,Cliponville,748,686,238,57,13,4
76183,Colleville,740,312,133,27,4,1
76184,Colmesnil-Manneville,194,167,49,12,3,1
76185,Compainville,641,537,280,56,11,3
76186,Conteville,1380,1172,328,72,17,5
76187,Contremoulins,438,286,97,26,6,2
76188,Cottévrard,802,597,92,24,6,2
76189,Crasville-la-Mallet,323,290,69,20,4,1
76190,Crasville-la-Rocquefort,526,407,86,23,5,1
76192,Criel-sur-Mer,2102,1533,265,64,12,3
76193,La Crique,1022,865,220,53,11,3
76194,Criquebeuf-en-Caux,216,163,69,15,2,0
76195,Criquetot-le-Mauconduit,415,337,109,28,5,1
76196,Criquetot-l'Esneval,1368,1049,490,106,19,4
76197,Criquetot-sur-Longueville,732,623,108,28,6,1
76198,Criquetot-sur-Ouville,585,403,160,45,8,1
76199,Criquiers,2280,1955,497,107,24,7
76200,Critot,707,583,128,38,9,3
76201,Croisy-sur-Andelle,379,150,52,9,1,0
76202,Croixdalle,1105,409,109,31,6,1
76203,Croix-Mare,870,580,203,60,15,4
76204,Cropus,487,373,90,24,5,1
76205,Crosville-sur-Scie,354,267,41,6,1,0
76206,Cuverville,458,314,185,40,8,2
76207,Cuverville-sur-Yères,1109,625,137,32,7,1
76208,Cuy-Saint-Fiacre,974,614,266,46,7,1
76209,Dampierre-en-Bray,1294,1100,450,86,16,4
76210,Dampierre-Saint-Nicolas,401,219,56,15,3,1
76211,Dancourt,1833,1100,141,29,6,2
76212,Darnétal,492,33,30,10,2,0
76213,Daubeuf-Serville,780,622,193,40,7,1
76214,Dénestanville,269,171,39,10,2,0
76217,Dieppe,1213,121,51,10,1,0
76218,Doudeauville,396,345,69,11,2,0
76219,Doudeville,1455,984,375,89,18,5
76220,Douvrend,1791,1355,227,48,10,3
76221,Drosay,650,552,101,33,7,2
76222,Duclair,1009,567,257,59,11,2
76223,Écalles-Alix,752,553,245,63,13,4
76224,Écrainville,1300,987,454,81,13,3
76225,Écretteville-lès-Baons,938,787,230,53,11,3
76226,Écretteville-sur-Mer,190,125,43,8,1,0
76227,Ectot-l'Auber,502,358,125,28,5,1
76228,Ectot-lès-Baons,505,385,142,40,9,2
76229,Elbeuf-en-Bray,1080,830,285,55,10,2
76230,Elbeuf-sur-Andelle,596,337,72,15,2,0
76231,Elbeuf,1637,2,1,0,0,0
76232,Életot,701,519,116,31,7,2
76233,Ellecourt,445,302,123,26,5,1
76234,Émanville,644,480,185,48,10,2
76235,Envermeu,1451,1074,264,65,15,4
76236,Envronville,619,519,146,34,8,2
76237,Épinay-sur-Duclair,667,577,273,70,16,4
76238,Épouville,561,267,109,26,4,1
76239,Épretot,692,492,242,56,10,2
76240,Épreville,652,535,287,70,15,4
76241,Ermenouville,375,281,45,9,1,0
76242,Ernemont-la-Villette,744,623,209,42,9,2
76243,Ernemont-sur-Buchy,405,316,77,21,4,1
76244,Esclavelles,1012,788,362,78,15,4
76245,Eslettes,505,249,113,22,4,1
76247,Esteville,529,449,144,40,10,3
76249,Étaimpuis,1057,819,255,69,17,5
76250,Étainhus,835,647,369,76,12,2
76251,Étalleville,364,278,86,23,4,1
76252,Étalondes,466,324,122,31,6,1
76253,Étoutteville,1176,962,278,61,13,3
76254,Étretat,419,161,47,10,2,0
76255,Eu,1823,885,275,53,10,2
76257,Fallencourt,1208,805,120,24,4,1
76258,Terres-de-Caux,3843,3209,1031,247,53,15
76259,Fécamp,1523,341,155,28,4,0
76260,Ferrières-en-Bray,1595,1156,363,69,13,3
76261,La Ferté-Saint-Samson,1870,1194,430,85,17,4
76262,Fesques,880,804,114,30,7,2
76263,La Feuillie,3964,2069,531,124,26,7
76264,Flamanville,452,343,96,29,7,2
76265,Flamets-Frétils,1240,991,195,47,10,3
76266,Flocques,492,424,94,24,4,0
76268,Fongueusemare,1197,865,156,31,6,1
76269,Fontaine-en-Bray,606,470,199,43,8,2
76270,Fontaine-la-Mallet,638,300,154,41,8,2
76271,Fontaine-le-Bourg,1226,702,281,67,13,3
76272,Fontaine-le-Dun,539,401,96,22,3,0
76273,Fontaine-sous-Préaux,353,131,41,9,1,0
76274,La Fontelaye,399,314,74,17,4,1
76275,Fontenay,561,416,154,39,10,3
76276,Forges-les-Eaux,1544,687,333,67,13,3
76278,Foucarmont,737,534,104,19,3,0
76279,Foucart,427,356,160,40,8,2
76280,Fréauville,542,492,88,25,5,1
76281,La Frénaye,1003,457,261,63,13,3
76282,Freneuse,328,121,73,14,1,0
76283,Fresles,1096,931,215,52,11,3
76284,Fresnay-le-Long,521,483,127,39,9,2
76285,Fresne-le-Plan,697,616,187,47,9,2
76286,Fresnoy-Folny,1312,1051,219,57,11,3
76287,Fresquiennes,1329,849,408,99,21,5
76288,Freulleville,1117,310,105,18,3,0
76289,Saint-Martin-de-l'If,2289,1353,665,155,31,8
76290,Frichemesnil,816,684,169,46,11,3
76291,Froberville,595,465,157,36,6,1
76292,Fry,807,698,132,23,3,0
76293,Fultot,372,295,84,24,5,1
76294,La Gaillarde,781,665,108,32,7,2
76295,Gaillefontaine,2646,1880,696,134,25,7
76296,Gainneville,461,268,154,42,6,1
76297,Gancourt-Saint-Étienne,1258,1135,271,49,8,2
76298,Ganzeville,398,274,102,23,4,1
76299,Gerponville,497,394,140,37,8,2
76300,Gerville,305,252,155,35,6,1
76302,Goderville,799,526,235,50,9,2
76303,Gommerville,751,593,306,73,13,3
76304,Gonfreville-Caillot,419,353,119,25,4,1
76305,Gonfreville-l'Orcher,2464,176,106,26,5,1
76306,Gonnetot,234,141,47,11,2,0
76307,Gonneville-la-Mallet,727,562,294,73,15,3
76308,Gonneville-sur-Scie,855,750,216,58,13,3
76309,Gonzeville,481,414,86,20,3,1
76311,Goupillières,418,321,152,29,4,1
76312,Gournay-en-Bray,1036,564,305,67,12,2
76313,Gouy,503,202,42,10,1,0
76314,Graimbouville,646,509,252,49,8,2
76315,Grainville-la-Teinturière,1848,1005,238,55,12,4
76316,Grainville-sur-Ry,547,468,110,27,5,1
76317,Grainville-Ymauville,633,485,202,42,7,2
76318,Grand-Camp,492,371,214,49,8,2
76319,Grand-Couronne,1690,40,15,2,0,0
76320,Grandcourt,2263,1447,227,47,10,3
76321,Les Grandes-Ventes,2485,1261,425,100,21,6
76323,Graval,394,294,39,10,2,0
76324,Grèges,320,228,64,18,3,0
76325,Grémonville,832,653,242,57,12,3
76327,Greuville,297,242,57,23,6,1
76328,Grigneuseville,761,599,176,42,8,2
76329,Gruchet-le-Valasse,1428,419,175,37,7,2
76330,Gruchet-Saint-Siméon,262,146,62,22,5,1
76331,Grugny,316,141,78,25,5,1
76332,Grumesnil,1123,844,329,74,16,4
76333,Guerville,1247,533,106,22,5,1
76334,Gueures,605,462,145,35,7,1
76335,Gueutteville,300,250,42,15,4,1
76336,Gueutteville-les-Grès,448,342,84,24,5,1
76338,La Hallotière,368,241,121,33,7,2
76339,Le Hanouard,424,272,76,14,2,1
76340,Harcanville,759,617,205,56,12,4
76341,Harfleur,422,4,3,0,0,0
76342,Hattenville,934,789,341,76,15,4
76343,Haucourt,1022,880,214,46,9,2
76344,Haudricourt,3052,2280,567,122,25,7
76345,Haussez,1328,1184,433,88,18,5
76346,Hautot-l'Auvray,734,548,139,34,7,2
76347,Hautot-le-Vatois,616,483,152,39,8,2
76348,Hautot-Saint-Sulpice,857,703,242,60,13,4
76349,Hautot-sur-Mer,948,535,211,43,6,1
76350,Hautot-sur-Seine,215,107,54,11,1,0
76351,Le Havre,6001,260,108,24,4,1
76352,La Haye,677,311,109,27,5,1
76353,Héberville,403,344,74,19,4,1
76354,Hénouville,1084,482,185,42,9,2
76355,Héricourt-en-Caux,1084,731,208,49,11,3
76356,Hermanville,471,369,63,19,4,1
76357,Hermeville,376,310,170,38,7,1
76358,Le Héron,1087,551,171,31,5,1
76359,Héronchelles,672,489,133,29,5,1
76360,Heugleville-sur-Scie,1336,1038,297,76,16,5
76361,Heuqueville,521,373,180,43,8,2
76362,Heurteauville,724,297,111,21,4,1
76363,Hodeng-au-Bosc,881,337,97,21,3,0
76364,Hodeng-Hodenger,1160,969,315,58,9,2
76365,Houdetot,579,521,76,15,2,0
76366,Le Houlme,296,27,15,5,1,0
76367,Houppeville,2096,208,84,18,2,0
76368,Houquetot,410,360,152,31,5,1
76369,La Houssaye-Béranger,792,531,153,41,9,2
76370,Hugleville-en-Caux,950,653,241,59,14,4
76371,Les Ifs,408,336,43,11,3,0
76372,Illois,1463,1198,230,54,10,3
76373,Imbleville,529,359,123,28,6,1
76374,Incheville,787,197,74,17,3,0
76375,Ingouville,785,688,142,46,11,3
76377,Isneauville,810,432,196,47,8,2
76378,Jumièges,1900,452,203,62,15,4
76379,Lamberville,738,664,92,27,6,2
76380,Lammerville,876,606,170,40,8,2
76381,Landes-Vieilles-et-Neuves,714,442,121,31,7,2
76382,Lanquetot,518,358,201,50,10,2
76383,Lestanville,163,126,53,13,3,0
76384,Lillebonne,1464,335,198,46,7,1
76385,Limésy,1502,1047,423,94,20,5
76386,Limpiville,420,297,149,44,10,2
76387,Lindebeuf,455,398,101,27,5,1
76388,Lintot,804,585,315,70,14,4
76389,Lintot-les-Bois,284,193,45,12,2,0
76390,Les Loges,1496,1023,403,98,18,4
76391,La Londe,3104,197,118,33,5,1
76392,Londinières,1883,1561,257,66,14,3
76393,Longmesnil,385,309,142,25,5,1
76394,Longroy,532,126,61,13,1,0
76395,Longueil,1173,961,201,46,9,2
76396,Longuerue,537,429,133,41,10,2
76397,Longueville-sur-Scie,395,244,66,16,3,0
76398,Louvetot,759,569,302,72,15,4
76399,Lucy,959,544,190,45,9,2
76400,Luneray,511,297,129,45,10,2
76401,Arelaune-en-Seine,5406,992,395,87,16,4
76402,Malaunay,926,371,185,48,8,2
76403,Malleville-les-Grès,306,214,61,12,1,0
76404,Manéglise,836,670,334,78,15,3
76405,Manéhouville,434,307,68,12,1,0
76406,Maniquerville,262,183,100,27,4,1
76407,Manneville-ès-Plains,639,512,85,19,3,0
76408,Manneville-la-Goupil,886,739,340,73,12,2
76409,Mannevillette,422,342,198,51,9,2
76411,Marques,1248,979,258,52,10,2
76412,Martainville-Épreville,760,638,152,37,7,1
76413,Martigny,518,326,117,28,5,1
76414,Martin-Église,967,622,227,49,8,1
76415,Massy,1124,919,355,87,19,5
76416,Mathonville,410,336,75,15,3,0
76417,Maucomble,508,247,115,36,8,2
76418,Maulévrier-Sainte-Gertrude,1438,489,277,68,14,4
76419,Mauny,1014,89,30,6,1,0
76420,Mauquenchy,1272,1025,290,67,14,4
76421,Mélamare,633,452,235,58,11,2
76422,Melleville,906,555,106,23,5,1
76423,Ménerval,1260,1116,365,59,10,3
76424,Ménonval,532,355,122,27,5,1
76425,Mentheville,311,243,105,23,3,0
76426,Mésangueville,1064,520,200,40,7,2
76427,Mesnières-en-Bray,1510,1104,292,66,14,3
76428,Le Mesnil-Durdent,134,113,30,8,2,0
76429,Le Mesnil-Esnard,522,95,49,12,2,0
76430,Mesnil-Follemprise,748,322,78,19,4,1
76431,Le Mesnil-Lieubray,593,367,113,21,4,1
76432,Mesnil-Mauger,836,655,343,67,12,3
76433,Mesnil-Panneville,1188,895,322,74,14,3
76434,Mesnil-Raoul,665,541,161,36,6,1
76435,Le Mesnil-Réaume,556,395,94,24,5,1
76436,Le Mesnil-sous-Jumièges,684,171,68,16,3,0
76437,Meulers,669,420,138,28,5,1
76438,Millebosc,790,437,75,12,2,0
76439,Mirville,543,374,173,34,5,1
76440,Molagnies,462,371,76,14,3,0
76441,Monchaux-Soreng,1007,419,114,23,4,1
76442,Monchy-sur-Eu,901,549,105,25,5,1
76443,Mont-Cauvaire,912,426,160,30,5,1
76445,Montérolier,1170,845,187,37,7,2
76446,Montigny,788,120,50,12,2,0
76447,Montivilliers,1906,858,379,78,13,3
76448,Montmain,610,237,94,22,3,0
76449,Montreuil-en-Caux,931,798,224,50,11,3
76450,Montroty,1085,497,164,32,6,1
76451,Mont-Saint-Aignan,794,29,27,8,2,1
76452,Montville,1083,337,174,36,6,1
76453,Morgny-la-Pommeraye,654,488,212,65,15,4
76454,Mortemer,893,606,92,25,6,1
76455,Morville-sur-Andelle,512,310,115,30,6,1
76456,Motteville,867,729,253,61,15,4
76457,Moulineaux,347,2,2,1,0,0
76458,Muchedent,715,237,105,26,5,1
76459,Nesle-Hodeng,1573,1299,549,119,25,7
76460,Nesle-Normandeuse,914,620,166,32,6,1
76461,Neufbosc,514,394,78,24,6,1
76462,Neufchâtel-en-Bray,1105,503,230,54,10,2
76463,Neuf-Marché,1808,910,204,38,7,2
76464,La Neuville-Chant-d'Oisel,2188,1476,311,73,14,3
76465,Neuville-Ferrières,1303,1034,583,120,24,6
76467,Néville,926,716,148,36,7,1
76468,Nointot,607,389,238,69,15,4
76469,Nolléval,1003,774,242,53,9,2
76470,Normanville,930,815,288,74,15,3
76471,Norville,1205,908,233,51,10,2
76472,Notre-Dame-d'Aliermont,1333,1012,159,41,9,2
76473,Notre-Dame-de-Bliquetuit,995,475,153,35,6,1
76474,Notre-Dame-de-Bondeville,637,39,10,2,0,0
76475,Franqueville-Saint-Pierre,863,424,110,21,3,0
76476,Port-Jérôme-sur-Seine,3088,1468,725,163,30,7
76477,Notre-Dame-du-Bec,402,266,166,32,4,0
76478,Notre-Dame-du-Parc,303,198,66,17,4,1
76479,Nullemont,574,490,119,27,6,1
76480,Ocqueville,906,777,206,52,11,3
76481,Octeville-sur-Mer,2101,1241,670,181,33,7
76482,Offranville,1740,1319,298,76,16,4
76483,Oherville,451,269,93,24,7,3
76484,Oissel,2229,120,58,13,2,0
76485,Omonville,281,228,65,16,3,0
76487,Osmoy-Saint-Valery,1630,1329,219,46,10,3
76488,Ouainville,706,599,158,41,8,2
76489,Oudalle,979,276,96,20,3,0
76490,Ourville-en-Caux,1025,745,296,73,15,4
76491,Ouville-l'Abbaye,743,565,173,41,9,2
76492,Ouville-la-Rivière,653,518,124,33,7,2
76493,Paluel,1109,669,213,47,9,2
76494,Parc-d'Anxtot,585,455,181,37,6,1
76495,Pavilly,1429,763,317,78,17,4
76497,Petit-Couronne,1282,20,6,0,0,0
76499,Petiville,1651,1247,215,41,7,1
76500,Pierrecourt,950,536,208,51,11,3
76501,Pierrefiques,231,146,97,20,3,0
76502,Pierreval,388,303,102,28,5,1
76503,Pissy-Pôville,1132,876,326,74,16,4
76504,Pleine-Sève,408,355,89,22,4,1
76505,Pommereux,538,443,179,31,5,1
76506,Pommeréval,760,202,76,20,4,1
76507,Ponts-et-Marais,589,199,91,14,1,0
76508,La Poterie-Cap-d'Antifer,587,413,167,36,6,1
76509,Préaux,1924,1403,448,106,22,7
76510,Prétot-Vicquemare,478,376,140,31,6,2
76511,Preuseville,915,763,111,21,4,1
76512,Puisenval,491,434,64,12,3,0
76513,Quevillon,1103,252,79,18,3,0
76514,Quévreville-la-Poterie,468,241,41,12,2,0
76515,Quiberville,336,230,86,25,5,1
76516,Quièvrecourt,403,276,185,42,8,2
76517,Quincampoix,2057,1103,498,117,23,6
76518,Raffetot,691,586,186,49,12,4
76519,Rainfreville,258,214,70,15,2,0
76520,Réalcamp,1162,729,139,29,6,1
76521,Rebets,368,271,107,24,4,1
76522,La Remuée,706,510,195,44,8,1
76523,Rétonval,566,305,107,29,7,2
76524,Reuville,441,399,105,27,6,1
76526,Ricarville-du-Val,562,235,85,21,5,1
76527,Richemont,1074,733,170,42,10,3
76528,Rieux,706,269,89,22,4,1
76529,Riville,749,589,160,40,9,2
76530,Robertot,249,172,93,20,3,0
76531,Rocquefort,535,379,93,24,5,1
76532,Rocquemont,1226,1050,280,77,16,4
76533,Rogerville,949,200,87,20,4,1
76534,Rolleville,707,523,221,46,9,2
76535,Roncherolles-en-Bray,1448,903,433,97,18,4
76536,Roncherolles-sur-le-Vivier,537,217,81,19,3,0
76537,Ronchois,871,730,144,32,6,1
76538,Rosay,1049,255,87,19,3,1
76541,Roumare,997,604,260,62,13,3
76542,Routes,448,385,87,25,5,1
76543,Rouville,968,802,304,76,16,4
76544,Rouvray-Catillon,1237,960,260,55,11,3
76545,Rouxmesnil-Bouteilles,564,202,80,19,2,0
76546,Royville,439,309,71,20,4,1
76547,La Rue-Saint-Pierre,774,582,198,50,11,3
76548,Ry,571,296,64,9,1,0
76549,Saâne-Saint-Just,698,430,96,19,3,1
76550,Sahurs,1124,532,170,33,5,1
76551,Sainneville,703,523,235,50,8,1
76553,Sainte-Agathe-d'Aliermont,796,664,109,29,7,2
76554,Saint-Aignan-sur-Ry,800,627,107,28,5,1
76555,Saint-André-sur-Cailly,1233,1003,322,82,17,5
76556,Saint-Antoine-la-Forêt,642,413,229,59,12,3
76557,Saint-Arnoult,1393,586,339,83,15,3
76558,Saint-Aubin-Celloville,670,373,93,24,6,1
76559,Saint-Aubin-de-Crétot,476,361,188,41,7,1
76560,Saint-Aubin-Épinay,968,361,103,21,4,1
76561,Saint-Aubin-lès-Elbeuf,578,42,36,11,1,0
76562,Saint-Aubin-le-Cauf,1011,525,181,39,7,1
76563,Saint-Aubin-Routot,685,390,203,47,8,2
76564,Saint-Aubin-sur-Mer,619,522,103,22,4,1
76565,Saint-Aubin-sur-Scie,782,469,157,39,6,1
76566,Sainte-Austreberthe,613,390,137,28,4,1
76567,Sainte-Beuve-en-Rivière,1155,942,204,49,11,3
76568,Saint-Clair-sur-les-Monts,405,235,110,28,6,2
76569,Sainte-Colombe,581,504,112,30,5,1
76570,Saint-Crespin,643,357,94,23,4,1
76571,Sainte-Croix-sur-Buchy,1377,1085,377,101,22,6
76572,Saint-Denis-d'Aclon,243,190,41,9,2,0
76573,Saint-Denis-le-Thiboult,1041,497,179,35,6,1
76574,Saint-Denis-sur-Scie,861,672,212,55,12,3
76576,Saint-Eustache-la-Forêt,659,429,245,61,12,3
76577,Sainte-Foy,681,504,115,28,7,2
76578,Sainte-Geneviève,1432,1153,457,91,20,6
76580,Saint-Georges-sur-Fontaine,915,590,190,52,12,3
76581,Saint-Germain-des-Essourts,938,671,174,41,9,2
76582,Saint-Germain-d'Étables,732,368,135,32,6,1
76583,Saint-Germain-sous-Cailly,402,245,71,19,3,0
76584,Saint-Germain-sur-Eaulne,879,589,150,31,6,1
76585,Saint-Gilles-de-Crétot,600,317,157,30,5,1
76586,Saint-Gilles-de-la-Neuville,717,524,223,48,8,2
76587,Sainte-Hélène-Bondeville,693,556,179,48,9,2
76588,Saint-Hellier,1423,442,188,44,10,2
76589,Saint-Honoré,304,183,60,16,3,1
76590,Saint-Jacques-d'Aliermont,785,616,116,27,5,1
76591,Saint-Jacques-sur-Darnétal,1681,886,370,85,13,2
76592,Saint-Jean-de-Folleville,1381,711,270,55,9,2
76593,Saint-Jean-de-la-Neuville,805,567,229,47,9,2
76594,Saint-Jean-du-Cardonnay,751,410,198,50,9,2
76595,Saint-Jouin-Bruneval,2007,1355,743,162,29,7
76596,Saint-Laurent-de-Brèvedent,786,548,223,46,7,1
76597,Saint-Laurent-en-Caux,652,510,161,47,11,3
76598,Saint-Léger-aux-Bois,1120,752,147,38,9,3
76599,Saint-Léger-du-Bourg-Denis,280,23,19,3,0,0
76600,Saint-Léonard,1186,680,403,105,21,5
76601,Saint-Lucien,910,739,163,32,4,1
76602,Saint-Maclou-de-Folleville,1316,1076,394,103,24,7
76603,Saint-Maclou-la-Brière,495,392,173,38,7,1
76604,Saint-Mards,655,568,122,31,6,1
76605,Sainte-Marguerite-sur-Mer,573,252,105,23,3,0
76606,Morienne,891,548,156,32,6,1
76608,Sainte-Marguerite-sur-Duclair,726,437,309,87,18,4
76609,Sainte-Marie-au-Bosc,326,272,131,24,4,1
76610,Sainte-Marie-des-Champs,411,193,120,30,5,1
76611,Saint-Martin-aux-Arbres,515,379,141,34,6,1
76612,Saint-Martin-au-Bosc,723,329,101,23,5,1
76613,Saint-Martin-aux-Buneaux,825,618,200,51,10,2
76614,Saint-Martin-de-Boscherville,1238,404,114,24,4,1
76615,Saint-Martin-du-Bec,406,266,182,42,7,2
76616,Saint-Martin-du-Manoir,516,324,158,39,8,3
76617,Saint-Martin-du-Vivier,504,125,67,18,3,0
76618,Petit-Caux,9243,7062,1374,318,64,16
76619,Saint-Martin-le-Gaillard,1778,1369,204,35,6,1
76620,Saint-Martin-l'Hortier,580,493,238,47,9,2
76621,Saint-Martin-Osmonville,2139,1524,372,86,18,5
76622,Saint-Maurice-d'Ételan,1430,1126,203,38,8,2
76623,Saint-Michel-d'Halescourt,489,423,192,33,6,2
76624,Saint-Nicolas-d'Aliermont,1551,974,178,45,10,2
