insee,nom,surf_dep,total,s150,s50,s20,s10
76626,Saint-Nicolas-de-la-Haie,317,186,103,25,4,0
76627,Saint-Nicolas-de-la-Taille,933,418,195,44,9,2
76628,Saint-Ouen-du-Breuil,631,478,165,47,10,2
76629,Saint-Ouen-le-Mauger,606,514,119,33,7,2
76630,Saint-Ouen-sous-Bailly,532,351,73,18,4,1
76631,Saint-Paër,1815,1272,557,132,26,7
76632,Saint-Pierre-Bénouville,840,661,183,44,10,3
76634,Saint-Pierre-de-Manneville,1025,423,145,27,4,1
76635,Saint-Pierre-des-Jonquières,842,719,83,17,3,1
76636,Saint-Pierre-de-Varengeville,1315,512,216,54,10,2
76637,Saint-Pierre-en-Port,395,206,50,11,2,0
76638,Saint-Pierre-en-Val,776,530,157,35,6,1
76640,Saint-Pierre-lès-Elbeuf,637,172,97,25,4,0
76641,Saint-Pierre-le-Vieux,700,617,95,22,4,1
76642,Saint-Pierre-le-Viger,551,431,71,15,2,0
76644,Saint-Rémy-Boscrocourt,841,702,192,43,9,2
76645,Saint-Riquier-en-Rivière,1006,576,174,35,6,2
76646,Saint-Riquier-ès-Plains,623,416,86,25,6,1
76647,Saint-Romain-de-Colbosc,1176,685,392,86,12,2
76648,Saint-Saëns,2610,1153,255,61,13,3
76649,Saint-Saire,1333,977,656,139,26,7
76650,Saint-Sauveur-d'Émalleville,758,578,340,82,13,2
76651,Saint-Sylvain,328,274,67,16,4,0
76652,Saint-Vaast-d'Équiqueville,1388,1128,170,31,6,1
76653,Saint-Vaast-Dieppedalle,1219,978,258,60,12,2
76654,Saint-Vaast-du-Val,577,404,130,38,10,3
76655,Saint-Valery-en-Caux,1048,571,153,29,5,1
76656,Saint-Victor-l'Abbaye,843,636,214,52,11,3
76657,Saint-Vigor-d'Ymonville,3390,1734,217,54,10,2
76658,Saint-Vincent-Cramesnil,482,355,152,32,5,1
76660,Sandouville,1524,353,123,26,4,0
76662,Sassetot-le-Malgardé,258,214,74,22,5,1
76663,Sassetot-le-Mauconduit,886,537,178,41,7,1
76664,Sasseville,628,477,101,25,5,1
76665,Sauchay,581,359,96,20,4,1
76666,Saumont-la-Poterie,1617,1134,457,83,16,4
76667,Sauqueville,335,254,83,17,2,0
76668,Saussay,523,445,142,31,5,1
76669,Sausseuzemare-en-Caux,375,314,180,46,9,2
76670,Senneville-sur-Fécamp,498,310,95,22,4,0
76671,Sept-Meules,836,525,50,8,1,0
76672,Serqueux,582,373,177,43,8,2
76673,Servaville-Salmonville,795,664,175,46,9,2
76675,Sierville,1588,1290,424,107,24,6
76676,Sigy-en-Bray,1836,1261,282,62,12,3
76677,Smermesnil,1284,1130,164,39,8,2
76678,Sommery,2142,1370,543,114,22,5
76679,Sommesnil,312,196,101,21,4,1
76680,Sorquainville,449,382,99,24,4,1
76682,Sotteville-sous-le-Val,499,212,91,17,2,0
76683,Sotteville-sur-Mer,812,691,97,28,5,1
76684,Tancarville,745,197,80,17,3,0
76685,Thérouldeville,460,336,110,32,8,2
76686,Theuville-aux-Maillots,727,586,188,47,10,2
76688,Thiergeville,924,631,244,59,11,3
76689,Thiétreville,538,411,145,33,6,1
76690,Thil-Manneville,680,564,157,37,8,2
76691,Le Thil-Riberpré,1034,886,390,71,12,3
76692,Thiouville,588,475,132,35,6,1
76693,Le Tilleul,613,323,184,39,6,1
76694,Tocqueville-en-Caux,317,256,59,17,3,0
76695,Tocqueville-les-Murs,349,300,99,28,5,1
76697,Torcy-le-Grand,887,425,120,31,7,2
76698,Torcy-le-Petit,366,200,58,16,4,1
76699,Le Torp-Mesnil,522,452,125,30,5,1
76700,Tôtes,760,561,116,33,8,2
76702,Touffreville-la-Corbeline,1261,876,423,98,21,6
76703,Touffreville-sur-Eu,572,464,73,18,3,0
76705,Tourville-la-Rivière,795,40,23,3,0,0
76706,Tourville-les-Ifs,844,626,267,69,14,3
76707,Tourville-sur-Arques,598,392,109,35,8,2
76708,Toussaint,450,266,131,28,4,1
76709,Le Trait,1763,159,61,13,2,0
76710,Trémauville,276,237,79,19,3,0
76711,Le Tréport,680,301,84,19,3,1
76712,La Trinité-du-Mont,204,90,57,16,3,0
76714,Les Trois-Pierres,752,601,256,55,9,2
76715,Trouville,1055,886,405,94,18,4
76716,Turretot,609,472,283,64,11,2
76717,Val-de-la-Haye,1024,58,17,3,0,0
76718,Valliquerville,1337,1072,414,100,21,5
76719,Valmont,558,129,66,13,2,0
76720,Varengeville-sur-Mer,1072,554,141,33,5,1
76721,Varneville-Bretteville,926,761,235,54,11,2
76723,Vassonville,557,465,125,33,6,1
76724,Vatierville,453,315,72,20,5,1
76725,Vattetot-sous-Beaumont,695,583,237,54,10,2
76726,Vattetot-sur-Mer,528,368,112,28,4,0
76727,Vatteville-la-Rue,4919,814,210,54,11,3
76728,La Vaupalière,805,314,146,37,7,1
76730,Veauville-lès-Quelles,321,249,86,23,5,1
76731,Vénestanville,264,222,63,17,3,0
76732,Butot-Vénesville,355,276,115,29,4,0
76733,Ventes-Saint-Rémy,613,85,54,17,3,1
76734,Vergetot,432,341,155,35,6,1
76735,Veules-les-Roses,522,391,57,10,1,0
76736,Veulettes-sur-Mer,478,351,112,27,5,1
76737,Vibeuf,872,733,171,41,8,2
76738,Vieux-Manoir,815,650,164,37,7,2
76739,Vieux-Rouen-sur-Bresle,1486,736,214,46,8,2
76740,La Vieux-Rue,554,450,178,42,8,2
76741,Villainville,348,261,156,33,5,1
76743,Villers-Écalles,740,384,198,50,10,2
76744,Villers-sous-Foucarmont,704,417,102,24,5,1
76745,Villy-sur-Yères,831,656,113,24,4,1
76746,Vinnemerville,427,350,97,27,5,1
76747,Virville,250,196,123,27,4,1
76748,Vittefleur,817,472,111,21,3,0
76749,Wanchy-Capval,1939,1674,251,54,12,3
76750,Yainville,332,104,70,12,1,0
76751,Yébleron,1029,861,392,90,16,3
76752,Yerville,1045,729,297,73,15,4
76753,Ymare,401,256,45,9,1,0
76754,Yport,216,78,42,6,1,0
76755,Ypreville-Biville,1026,865,313,81,16,4
76756,Yquebeuf,653,515,128,33,7,1
76757,Yvecrique,605,499,201,49,10,2
76758,Yvetot,747,155,111,34,6,1
76759,Yville-sur-Seine,769,332,120,26,5,1
77001,Achères-la-Forêt,1261,693,101,20,3,0
77002,Amillis,2015,1286,192,30,3,0
77003,Amponville,1192,1038,82,12,1,0
77004,Andrezel,806,674,62,10,1,0
77005,Annet-sur-Marne,1313,524,93,14,1,0
77006,Arbonne-la-Forêt,1503,147,25,8,1,0
77007,Argentières,258,104,29,4,0,0
77008,Armentières-en-Brie,725,252,49,9,1,0
77009,Arville,1140,1062,74,9,1,0
77010,Aubepierre-Ozouer-le-Repos,2683,2355,261,42,6,1
77011,Aufferville,1775,1600,136,24,4,0
77012,Augers-en-Brie,1340,1189,134,21,2,0
77013,Aulnoy,1427,1164,152,21,3,0
77015,Baby,411,266,42,9,1,0
77016,Bagneaux-sur-Loing,531,217,23,2,0,0
77018,Bailly-Romainvilliers,780,271,55,6,1,0
77019,Balloy,1337,667,40,6,1,0
77020,Bannost-Villegagnon,1944,1683,235,36,4,0
77021,Barbey,432,243,51,7,1,0
77022,Barbizon,534,208,62,16,2,0
77023,Barcy,702,575,39,6,0,0
77024,Bassevelle,1751,1608,246,36,5,1
77025,Bazoches-lès-Bray,2266,1471,111,18,2,0
77026,Beauchery-Saint-Martin,2784,2594,209,36,5,1
77027,Beaumont-du-Gâtinais,1658,1441,168,31,4,1
77029,Beauvoir,395,319,31,3,0,0
77030,Bellot,1634,1144,178,25,3,0
77031,Bernay-Vilbert,1688,967,174,26,4,1
77032,Beton-Bazoches,1817,1539,262,42,5,0
77033,Bezalles,265,227,41,7,1,0
77034,Blandy,1409,861,106,17,2,0
77035,Blennes,2023,1437,243,34,3,0
77036,Boisdon,435,382,41,8,1,0
77038,Boissettes,154,3,2,0,0,
77039,Boissise-la-Bertrand,779,26,17,4,1,0
77040,Boissise-le-Roi,710,357,90,15,2,0
77041,Boissy-aux-Cailles,1637,1002,79,11,1,0
77042,Boissy-le-Châtel,994,444,147,35,6,2
77043,Boitron,514,293,62,10,1,0
77044,Bombon,1501,720,81,11,1,0
77045,Bougligny,1635,1298,143,26,4,0
77046,Boulancourt,647,421,26,4,0,0
77047,Bouleurs,820,548,153,29,4,0
77048,Bourron-Marlotte,1129,157,36,3,0,0
77049,Boutigny,985,623,115,17,2,0
77050,Bransles,1384,949,167,26,3,0
77051,Bray-sur-Seine,217,45,28,7,1,0
77052,Bréau,135,30,12,2,0,0
77053,Brie-Comte-Robert,1995,1152,213,34,4,0
77054,La Brosse-Montceaux,1203,758,139,24,3,0
77055,Brou-sur-Chantereine,435,65,3,,,
77056,Burcy,698,659,54,8,1,0
77057,Bussières,835,569,103,15,1,0
77058,Bussy-Saint-Georges,1535,287,79,8,0,0
77059,Bussy-Saint-Martin,245,77,16,2,0,0
77060,Buthiers,1959,966,95,14,1,0
77061,Cannes-Écluse,861,274,57,14,2,0
77062,Carnetin,160,52,16,3,0,0
77063,La Celle-sur-Morin,757,349,59,10,1,0
77065,Cély,618,249,36,4,0,0
77066,Cerneux,2197,1696,174,27,4,0
77067,Cesson,700,97,30,5,0,0
77068,Cessoy-en-Montois,527,414,30,5,0,0
77069,Chailly-en-Bière,1310,622,156,24,2,0
77070,Chailly-en-Brie,1793,1357,279,42,5,0
77071,Chaintreaux,2382,1759,266,54,9,2
77072,Chalautre-la-Grande,1824,1264,114,19,3,0
77073,Chalautre-la-Petite,929,661,70,10,1,0
77075,Chalifert,241,58,40,11,1,0
77076,Chalmaison,1006,565,56,9,1,0
77077,Chambry,974,794,106,16,2,0
77078,Chamigny,1422,721,130,15,1,0
77079,Champagne-sur-Seine,730,0,0,0,0,
77080,Champcenest,1273,932,112,16,2,0
77081,Champdeuil,402,307,46,10,1,0
77082,Champeaux,1309,1108,81,13,2,0
77084,Changis-sur-Marne,698,211,43,7,0,0
77085,Chanteloup-en-Brie,318,91,59,9,1,0
77086,La Chapelle-Gauthier,1736,1141,100,14,1,0
77087,La Chapelle-Iger,873,739,41,5,0,0
77088,La Chapelle-la-Reine,1595,1268,131,23,3,0
77089,La Chapelle-Rablais,1540,556,101,16,1,0
77090,La Chapelle-Saint-Sulpice,638,558,40,6,0,0
77091,Les Chapelles-Bourbon,644,366,59,10,1,0
77093,La Chapelle-Moutils,1947,1523,255,36,4,1
77094,Charmentray,468,377,41,5,1,0
77095,Charny,1255,993,72,11,1,0
77096,Chartrettes,1007,238,48,6,0,0
77097,Chartronges,823,739,73,10,0,0
77098,Châteaubleau,338,252,44,6,0,0
77099,Château-Landon,2952,2021,344,60,8,1
77100,Le Châtelet-en-Brie,2269,1503,181,26,3,0
77101,Châtenay-sur-Seine,1339,700,93,18,3,0
77102,Châtenoy,496,491,47,7,1,0
77103,Châtillon-la-Borde,723,254,17,2,0,0
77104,Châtres,1517,805,117,19,3,0
77106,Chauffry,514,341,78,13,1,0
77107,Chaumes-en-Brie,1999,1048,202,31,4,0
77108,Chelles,1601,157,105,28,4,0
77109,Chenoise-Cucharmoy,4874,3308,367,66,9,1
77110,Chenou,1375,1204,129,22,3,0
77111,Chessy,577,73,28,5,0,0
77112,Chevrainvilliers,894,807,57,11,2,0
77113,Chevru,1397,1119,173,30,4,0
77114,Chevry-Cossigny,1682,869,148,30,4,0
77115,Chevry-en-Sereine,2280,1274,144,26,3,0
77116,Choisy-en-Brie,2512,2014,294,42,5,1
77117,Citry,503,172,49,8,1,0
77118,Claye-Souilly,1513,342,96,11,1,0
77119,Clos-Fontaine,597,521,51,8,1,0
77120,Cocherel,830,586,81,13,2,0
77121,Collégien,339,30,4,0,0,
77122,Combs-la-Ville,1451,508,68,10,1,0
77123,Compans,534,242,84,10,1,0
77124,Conches-sur-Gondoire,151,33,28,7,0,0
77125,Condé-Sainte-Libiaire,215,39,22,3,0,0
77126,Congis-sur-Thérouanne,1525,724,111,17,2,0
77127,Coubert,836,378,87,12,2,0
77128,Couilly-Pont-aux-Dames,471,193,94,18,2,0
77129,Coulombs-en-Valois,2252,1633,129,20,2,0
77130,Coulommes,366,287,38,7,1,0
77131,Coulommiers,1092,240,106,22,2,0
77132,Coupvray,809,273,89,13,1,0
77133,Courcelles-en-Bassée,1079,798,109,14,1,0
77134,Courchamp,1243,950,88,13,2,0
77135,Courpalay,1473,1202,159,26,3,0
77136,Courquetaine,781,570,54,8,1,0
77137,Courtacon,1214,1092,150,25,3,0
77138,Courtomer,462,332,66,11,2,0
77139,Courtry,415,57,30,6,1,0
77140,Coutençon,625,128,36,6,0,0
77141,Coutevroult,793,443,109,15,1,0
77142,Crécy-la-Chapelle,1545,772,200,42,6,1
77143,Crégy-lès-Meaux,368,146,18,1,0,
77144,Crèvecœur-en-Brie,924,254,44,6,0,0
77145,Crisenoy,1288,1167,131,21,3,0
77146,Croissy-Beaubourg,1085,68,12,0,0,
77147,La Croix-en-Brie,2954,2555,222,31,4,0
77148,Crouy-sur-Ourcq,1942,587,43,5,0,0
77150,Cuisy,334,128,41,7,1,0
77151,Dagny,789,566,130,18,2,0
77152,Dammarie-les-Lys,1028,9,7,1,0,0
77153,Dammartin-en-Goële,897,278,24,3,0,0
77154,Dammartin-sur-Tigeaux,905,378,103,14,1,0
77155,Dampmart,597,248,39,6,0,0
77156,Darvault,782,433,54,9,1,0
77157,Dhuisy,815,468,62,8,1,0
77158,Diant,1098,757,77,11,1,0
77159,Donnemarie-Dontilly,1207,556,100,18,2,0
77161,Dormelles,1299,762,130,20,2,0
77162,Doue,2003,1584,287,52,8,1
77163,Douy-la-Ramée,795,662,50,7,0,0
77164,Échouboulains,2091,788,133,19,2,0
77165,Les Écrennes,1845,578,93,17,2,0
77167,Égligny,1662,1132,135,20,3,0
77168,Égreville,3167,2465,355,66,10,1
77169,Émerainville,535,19,12,2,0,
77171,Esbly,312,7,7,1,0,0
77172,Esmans,1797,1500,221,40,7,1
77173,Étrépilly,1322,1126,54,10,1,0
77174,Everly,876,330,40,7,0,0
77175,Évry-Grégy-sur-Yerre,1910,1361,172,25,3,0
77176,Faremoutiers,1090,378,90,18,2,0
77177,Favières,2834,614,163,24,2,0
77178,Faÿ-lès-Nemours,782,458,30,6,1,0
77179,Féricy,930,358,69,11,1,0
77180,Férolles-Attilly,1277,784,106,13,0,0
77181,Ferrières-en-Brie,614,37,9,1,0,0
77182,La Ferté-Gaucher,1736,1179,210,35,4,0
77183,La Ferté-sous-Jouarre,1004,259,92,18,2,0
77184,Flagy,718,407,35,5,0,0
77185,Fleury-en-Bière,1394,729,67,10,1,0
77187,Fontaine-Fourches,1199,860,51,7,1,0
77188,Fontaine-le-Port,790,204,55,9,1,0
77190,Fontains,1436,890,115,17,2,0
77191,Fontenailles,2740,381,90,9,1,0
77192,Fontenay-Trésigny,2215,1135,175,27,4,1
77193,Forfry,581,515,54,9,1,0
77194,Forges,1332,544,145,22,3,0
77195,Fouju,779,688,47,8,1,0
77196,Fresnes-sur-Marne,749,397,57,6,1,0
77197,Frétoy,656,528,84,13,1,0
77198,Fromont,1066,981,61,9,1,0
77199,Fublaines,548,288,51,8,1,0
77200,Garentreville,639,604,38,5,0,0
77201,Gastins,1494,1335,141,26,4,1
77202,La Genevraye,1330,545,69,10,1,0
77203,Germigny-l'Évêque,1173,306,64,7,0,0
77204,Germigny-sous-Coulombs,654,400,55,10,1,0
77205,Gesvres-le-Chapitre,424,398,32,4,0,0
77206,Giremoutiers,601,517,84,12,1,0
77207,Gironville,1372,1293,67,8,1,0
77208,Gouaix,1407,763,120,23,3,0
77209,Gouvernes,276,99,61,9,1,0
77210,La Grande-Paroisse,2895,1126,180,25,3,0
77211,Grandpuits-Bailly-Carrois,2442,1757,258,39,5,1
77212,Gravon,760,444,28,3,0,0
77214,Gressy,333,221,31,6,1,0
77215,Gretz-Armainvilliers,1355,37,12,3,0,0
77216,Grez-sur-Loing,1304,65,34,6,1,0
77217,Grisy-Suisnes,1831,1090,191,29,4,0
77218,Grisy-sur-Seine,658,327,43,5,0,0
77219,Guérard,1977,1170,258,38,4,0
77220,Guercheville,920,843,47,8,1,0
77221,Guermantes,125,13,8,3,0,0
77222,Guignes,570,208,61,15,2,0
77223,Gurcy-le-Châtel,1270,403,99,17,2,0
77224,Hautefeuille,982,408,61,6,0,0
77225,La Haute-Maison,1295,1096,148,17,1,0
77226,Héricy,1068,565,100,18,2,0
77227,Hermé,1594,857,93,15,2,0
77228,Hondevilliers,552,349,64,10,1,0
77229,La Houssaye-en-Brie,1242,803,172,29,3,0
77230,Ichy,777,728,35,5,0,0
77231,Isles-les-Meldeuses,685,185,33,5,0,0
77232,Isles-lès-Villenoy,695,292,70,8,1,0
77233,Iverny,175,151,34,6,0,0
77234,Jablines,805,343,70,10,1,0
77235,Jaignes,1014,750,94,15,2,0
77236,Jaulnes,1587,1086,88,14,1,0
77237,Jossigny,959,435,100,18,2,0
77238,Jouarre,4232,2685,419,58,8,1
77239,Jouy-le-Châtel,3768,3084,419,68,9,1
77240,Jouy-sur-Morin,1844,1238,207,29,3,0
77241,Juilly,776,571,64,10,1,0
77242,Jutigny,459,319,71,12,2,0
77243,Lagny-sur-Marne,578,28,21,4,0,0
77244,Larchant,2923,1269,51,10,1,0
77245,Laval-en-Brie,2023,784,142,28,4,1
77246,Léchelle,2194,1782,194,35,6,1
77247,Lescherolles,1102,823,125,19,2,0
77248,Lesches,413,133,44,8,1,0
77249,Lésigny,1005,126,62,16,2,0
77250,Leudon-en-Brie,432,385,39,6,1,0
77251,Lieusaint,1194,339,94,15,2,1
77252,Limoges-Fourches,798,662,90,12,1,0
77253,Lissy,673,619,43,7,1,0
77254,Liverdy-en-Brie,912,343,64,11,2,0
77255,Livry-sur-Seine,535,29,12,1,0,
77256,Lizines,581,506,46,10,1,0
77257,Lizy-sur-Ourcq,1118,763,85,13,1,0
77258,Lognes,400,11,8,1,0,0
77259,Longperrier,464,255,87,15,1,0
77260,Longueville,559,243,65,16,2,0
77261,Lorrez-le-Bocage-Préaux,1984,1238,269,44,6,1
77262,Louan-Villegruis-Fontaine,3801,2900,200,35,5,1
77263,Luisetaines,505,424,55,8,0,0
77264,Lumigny-Nesles-Ormeaux,3637,2196,323,53,7,1
77265,Luzancy,660,257,90,14,1,0
77266,Machault,1626,679,67,12,1,0
77267,La Madeleine-sur-Loing,618,387,70,12,2,0
77268,Magny-le-Hongre,466,80,19,5,1,0
77269,Maincy,1028,364,97,15,2,0
77270,Maisoncelles-en-Brie,1354,1087,96,17,3,1
77271,Maisoncelles-en-Gâtinais,857,711,41,6,1,0
77272,Maison-Rouge,1388,1186,188,36,5,1
77273,Marchémoret,703,665,48,8,0,0
77274,Marcilly,694,576,64,11,1,0
77275,Les Marêts,537,339,41,5,0,0
77276,Mareuil-lès-Meaux,716,237,74,9,1,0
77277,Marles-en-Brie,1280,717,126,15,1,0
77278,Marolles-en-Brie,910,725,141,22,3,0
77279,Marolles-sur-Seine,2016,731,92,15,2,0
77280,Mary-sur-Marne,223,104,34,5,0,0
77281,Mauperthuis,196,69,25,3,0,0
77282,Mauregard,876,376,30,4,0,0
77283,May-en-Multien,1907,1234,70,11,2,0
77284,Meaux,1533,32,20,4,1,0
77285,Le Mée-sur-Seine,555,1,1,1,0,0
77286,Meigneux,779,394,37,6,1,0
77287,Meilleray,776,576,91,15,1,0
77288,Melun,800,18,10,1,0,0
77289,Melz-sur-Seine,1844,972,99,14,2,0
77290,Méry-sur-Marne,575,188,44,3,0,0
77291,Le Mesnil-Amelot,980,449,51,8,0,0
77292,Messy,1032,881,76,13,1,0
77293,Misy-sur-Yonne,628,363,59,10,1,0
77294,Mitry-Mory,2979,1412,212,33,5,1
77295,Moisenay,870,529,80,13,1,0
77296,Moissy-Cramayel,1426,610,99,16,3,1
77297,Mondreville,2016,1787,154,27,5,1
77298,Mons-en-Montois,627,411,62,10,1,0
77300,Montceaux-lès-Meaux,472,245,52,6,0,0
77301,Montceaux-lès-Provins,1536,1196,104,18,2,0
77302,Montcourt-Fromonville,803,266,41,6,0,0
77303,Montdauphin,983,780,130,21,3,0
77304,Montenils,530,439,44,7,0,0
77305,Montereau-Fault-Yonne,900,90,25,6,0,0
77306,Montereau-sur-le-Jard,1139,869,127,20,2,0
77307,Montévrain,544,97,71,18,3,1
77308,Montgé-en-Goële,1151,674,50,8,1,0
77309,Monthyon,1212,959,112,15,1,0
77310,Montigny-le-Guesdier,791,723,57,10,1,0
77311,Montigny-Lencoup,2086,985,185,35,5,1
77312,Montigny-sur-Loing,921,76,32,5,0,0
77313,Montmachoux,443,358,31,3,0,0
77314,Montolivet,1639,1342,156,18,2,0
77315,Montry,285,53,31,7,1,0
77316,Moret-Loing-et-Orvanne,3334,1187,195,28,4,0
77317,Mormant,1661,1285,187,27,3,0
77318,Mortcerf,1784,424,68,12,1,0
77319,Mortery,1318,1196,101,15,2,0
77320,Mouroux,1673,844,213,37,5,0
77321,Mousseaux-lès-Bray,865,705,64,13,2,0
77322,Moussy-le-Neuf,1485,818,85,15,2,0
77323,Moussy-le-Vieux,719,512,51,7,1,0
77325,Mouy-sur-Seine,859,395,81,15,2,0
77326,Nandy,858,80,22,2,0,0
77327,Nangis,2410,1702,220,33,5,1
77328,Nanteau-sur-Essonne,1288,473,43,5,0,0
77329,Nanteau-sur-Lunain,1312,430,90,17,2,0
77330,Nanteuil-lès-Meaux,760,239,61,12,1,0
77331,Nanteuil-sur-Marne,125,25,15,1,0,0
77332,Nantouillet,517,465,37,5,0,0
77333,Nemours,1013,2,1,1,0,0
77335,Chauconin-Neufmontiers,1738,1464,138,21,3,0
77336,Neufmoutiers-en-Brie,1626,445,82,12,1,0
77338,Noisy-Rudignon,415,322,38,5,0,0
77339,Noisy-sur-École,2986,683,95,22,3,0
77340,Nonville,1162,634,112,17,2,0
77341,Noyen-sur-Seine,1220,539,73,14,2,0
77342,Obsonville,703,657,34,7,1,0
77343,Ocquerre,1017,690,84,11,1,0
77344,Oissery,1516,1282,134,25,2,0
77345,Orly-sur-Morin,586,181,67,14,2,0
77347,Les Ormes-sur-Voulzie,1225,601,90,17,2,0
77348,Ormesson,380,202,22,4,0,0
77349,Othis,1307,758,142,23,3,0
77350,Ozoir-la-Ferrière,1557,159,39,3,0,0
77352,Ozouer-le-Voulgis,1136,546,101,16,2,0
77353,Paley,930,532,111,15,1,0
77354,Pamfou,1048,530,76,10,1,0
77355,Paroy,425,278,42,9,1,0
77356,Passy-sur-Seine,456,442,31,5,0,0
77357,Pécy,2111,1736,198,34,5,0
77358,Penchard,433,277,55,8,1,0
77359,Perthes,1229,695,180,29,4,0
77360,Pézarches,898,477,68,11,1,0
77361,Pierre-Levée,1294,887,142,23,5,2
77363,Le Pin,674,342,55,8,0,0
77364,Le Plessis-aux-Bois,340,270,42,8,1,0
77365,Le Plessis-Feu-Aussoux,558,402,59,8,1,0
77366,Le Plessis-l'Évêque,357,335,34,5,0,0
77367,Le Plessis-Placy,823,753,83,16,2,0
77368,Poigny,597,441,124,20,2,0
77369,Poincy,617,314,80,14,1,0
77370,Poligny,2747,780,85,16,2,0
77371,Pommeuse,1281,625,176,31,3,0
77372,Pomponne,730,5,4,0,0,0
77373,Pontault-Combault,1359,143,44,5,0,0
77374,Pontcarré,960,29,0,,,
77376,Précy-sur-Marne,481,332,50,8,0,0
77377,Presles-en-Brie,1748,805,168,28,4,0
77378,Pringy,411,81,22,4,0,0
77379,Provins,1471,768,101,13,1,0
77380,Puisieux,927,824,60,10,1,0
77381,Quiers,1179,1058,90,17,2,0
77382,Quincy-Voisins,1031,365,117,21,2,0
77383,Rampillon,2304,1934,257,38,5,0
77384,Réau,1330,768,118,15,1,0
77385,Rebais,1103,877,133,23,2,0
77386,Recloses,938,407,33,8,1,0
77387,Remauville,1086,882,78,12,1,0
77388,Reuil-en-Brie,594,97,21,2,0,0
77390,Roissy-en-Brie,1365,158,47,10,2,0
77391,Rouilly,776,601,74,14,2,0
77392,Rouvres,415,304,44,6,0,0
77393,Rozay-en-Brie,315,135,62,11,1,0
77394,Rubelles,392,169,15,2,0,0
77395,Rumont,659,590,36,6,1,0
77396,Rupéreux,630,600,69,10,1,0
77397,Saâcy-sur-Marne,1363,695,166,29,3,0
77398,Sablonnières,1396,846,199,27,3,0
77400,Saint-Augustin,1036,386,96,16,2,0
77401,Sainte-Aulde,862,419,81,12,1,0
77402,Saint-Barthélemy,1502,1300,185,26,4,1
77403,Saint-Brice,1146,907,146,24,3,0
77404,Sainte-Colombe,814,425,63,15,2,0
77405,Saint-Cyr-sur-Morin,1910,1131,295,45,6,1
77406,Saint-Denis-lès-Rebais,1510,1133,235,33,3,0
77407,Saint-Fargeau-Ponthierry,1667,671,160,32,5,1
77408,Saint-Fiacre,275,191,46,7,1,0
77409,Saint-Germain-Laval,888,536,163,34,5,0
77410,Saint-Germain-Laxis,723,588,55,9,1,0
77411,Saint-Germain-sous-Doue,1001,684,127,18,2,0
77412,Saint-Germain-sur-École,252,145,37,8,1,0
77413,Saint-Germain-sur-Morin,478,221,87,16,2,0
77414,Saint-Hilliers,1907,1436,170,29,4,0
77415,Saint-Jean-les-Deux-Jumeaux,1341,704,110,14,2,0
77416,Saint-Just-en-Brie,734,511,94,18,3,0
77417,Saint-Léger,982,892,93,15,2,0
77418,Saint-Loup-de-Naud,1096,672,72,12,1,0
77420,Saint-Mard,626,306,96,23,7,4
77421,Saint-Mars-Vieux-Maisons,1907,1573,145,24,3,0
77423,Saint-Martin-des-Champs,1042,859,168,23,2,0
77424,Saint-Martin-du-Boschet,1708,1349,164,25,3,0
77425,Saint-Martin-en-Bière,784,540,96,18,2,0
77426,Saint-Méry,993,565,72,9,1,0
77427,Saint-Mesmes,770,687,72,14,2,0
77428,Saint-Ouen-en-Brie,569,212,51,8,1,0
77429,Saint-Ouen-sur-Morin,377,115,32,6,0,0
77430,Saint-Pathus,535,220,61,13,1,0
77431,Saint-Pierre-lès-Nemours,2170,621,47,8,1,0
77432,Saint-Rémy-la-Vanne,1513,938,191,28,3,0
77433,Beautheil-Saints,3836,2787,473,74,10,2
77434,Saint-Sauveur-lès-Bray,648,57,11,1,0,0
77435,Saint-Sauveur-sur-École,734,373,72,12,1,0
77436,Saint-Siméon,1289,882,251,41,4,1
77437,Saint-Soupplets,1372,899,84,13,1,0
77438,Saint-Thibault-des-Vignes,463,51,33,5,0,0
77439,Salins,1056,679,147,30,4,1
77440,Sammeron,609,352,61,8,1,0
77441,Samois-sur-Seine,633,69,21,3,0,0
77442,Samoreau,562,29,22,5,0,0
77443,Sancy,546,517,69,9,1,0
77444,Sancy-lès-Provins,1820,1352,125,22,3,0
77445,Savigny-le-Temple,1202,244,73,12,1,0
77446,Savins,660,399,61,16,2,0
77447,Seine-Port,852,42,10,1,0,0
77448,Sept-Sorts,307,175,66,11,2,0
77449,Serris,563,140,33,3,0,0
77450,Servon,741,310,88,17,2,0
77451,Signy-Signets,1345,953,147,23,2,0
77452,Sigy,476,286,47,6,0,0
77453,Sivry-Courtry,2244,1381,152,22,3,0
77454,Sognolles-en-Montois,1056,809,67,8,1,0
77455,Soignolles-en-Brie,1078,716,133,25,3,0
77456,Soisy-Bouy,1181,718,106,22,3,0
77457,Solers,627,444,39,7,1,0
77458,Souppes-sur-Loing,2756,1339,237,46,8,1
77459,Sourdun,2334,1562,179,27,3,0
77460,Tancrou,1222,1008,112,19,2,0
77461,Thénisy,534,404,37,7,0,0
77462,Thieux,1207,1051,95,13,2,0
77463,Thomery,373,19,16,3,0,0
77464,Thorigny-sur-Marne,513,117,52,10,1,0
77465,Thoury-Férottes,1644,873,65,11,1,0
77466,Tigeaux,611,238,43,6,0,0
77467,La Tombe,783,477,50,11,2,0
77468,Torcy,615,5,4,0,,
77469,Touquin,1176,805,183,29,3,0
